platform,country,region,language,category,hashtag,title_keywords,author_handle,sound_type,music_track,week_of_year,duration_sec,views,likes,comments,shares,saves,engagement_rate,trend_label,source_hint,notes,device_type,upload_hour,genre,trend_duration_days,trend_type,engagement_velocity,dislikes,comment_ratio,share_rate,save_rate,like_dislike_ratio,publish_dayofweek,publish_period,event_season,tags,sample_comments,creator_avg_views,creator_tier,season,publish_date_approx,year_month,title,title_length,has_emoji,avg_watch_time_sec,completion_rate,device_brand,traffic_source,is_weekend,row_id,engagement_total,like_rate,dislike_rate,engagement_per_1k,engagement_like_rate,engagement_comment_rate,engagement_share_rate
TikTok,Russia,Europe,Russian,Sports,#FYP,GRWM: Beginners Edition,TechieMaya,licensed,Stadium chant,12,21,280090,15409,2092,1752,1013,0.072355,rising,TikTok Creative Center,split-screen,Web,23,Fashion,56,Evergreen,5001.61,670,0.007469,0.006255,0.003617,22.964232,Monday,Night,HolidaySeason,"grwm, fashion, style, ootd",Can’t stop watching 😂,97915.1,Mid,Winter,17.03.2025,2025-03,GRWM: Evening Edition 🎮,23,1,11.7,0.557,Desktop,ForYou,0,e91212c441692d396edb89ee31c5692f,20266,0.055014,0.002392,72.355,0.0550144596379735,0.0074690278124888,0.0062551322789103
YouTube,Spain,Europe,Spanish,Fashion,#Pets,Weekly Reset — Budget,HassanYT,licensed,Aesthetic synth,4,28,49051,2252,155,226,220,0.058164,declining,TikTok Creative Center,tutorial overlay,iOS,10,Pets,5,Short,9810.2,165,0.00316,0.004607,0.004485,13.566265,Tuesday,Morning,Regular,"dogs, pets, cats, cute",No puedo parar de mirar 😂,88981.6,Mid,Winter,21.01.2025,2025-01,Cutest moments today 🏖️,23,1,14.6,0.521,Samsung,External,0,2f9c501fa93fd7d31e84c2de2e513a87,2853,0.045911,0.003364,58.164,0.0459113983405027,0.0031599763511447,0.004607449389411
TikTok,Spain,Europe,Spanish,Sports,#Beauty,GRWM — Summer Look,OfficialSara,licensed,Drumline,4,22,49833,2625,232,258,374,0.070014,seasonal,Open Web Samples,storytime,iOS,16,Beauty,53,Evergreen,940.25,70,0.004656,0.005177,0.007505,36.971831,Friday,Afternoon,Regular,"beauty, skincare, makeup",¡Increíble!,92630.9,Mid,Winter,24.01.2025,2025-01,GRWM — Office Look ✨ ✨,22,1,16.7,0.759,Samsung,ForYou,1,a4d706740e4dfc8ceba6a1da4ae5f64c,3489,0.052676,0.001405,70.014,0.0526759376316898,0.0046555495354483,0.0051772921558003
TikTok,Kenya,Africa,Swahili,Beauty,#FYP,Morning Routine — Summer,NextVision,licensed,Ambient glow,5,36,15180,1478,217,201,205,0.138406,stable,TikTok Creative Center,facecam,Android,21,Pets,6,Short,2530.0,66,0.014295,0.013241,0.013505,22.059701,Friday,Evening,SummerBreak,"pets, cute, dogs, cats",Instant like!,96474.3,Mid,Summer,31.01.2025,2025-01,Cutest moments today,20,0,22.9,0.636,Samsung,Search,1,195d8fff70594322bee4733e3bebe228,2101,0.097365,0.004348,138.406,0.097364953886693,0.0142951251646903,0.0132411067193675
YouTube,Germany,Europe,German,Beauty,#Wanderlust,24 Hours in Tokyo,MrMaya,licensed,Ambient glow,15,57,74343,3694,381,468,257,0.064566,declining,TikTok Creative Center,subtitles,Android,23,Travel,6,Short,12390.5,342,0.005125,0.006295,0.003457,10.769679,Tuesday,Night,Regular,"hidden gems, vlog, travel, food tour, guide",Thanks for this!,87188.0,Mid,Fall,08.04.2025,2025-04,24 Hours in Dubai,17,0,23.2,0.407,Samsung,Suggested,0,8550a605e38b2f37d3770e9a6b7a3903,4800,0.049689,0.0046,64.566,0.0496886055176681,0.0051248940720713,0.0062951454743553
TikTok,France,Europe,French,Food,#Streamer,New Patch Tips for Valorant,BeyondVision,original,Kitchen groove,17,25,29444,1656,108,121,113,0.067858,rising,Public Reports,text-to-speech,Android,7,Gaming,4,Short,7361.0,24,0.003668,0.004109,0.003838,66.24,Friday,Morning,Regular,"fps, gaming, valorant, highlights",Je ne peux pas m’arrêter de regarder 😂,82901.5,Mid,Winter,25.04.2025,2025-04,Pro Tips for Fortnite in 60s ✨,30,1,21.2,0.848,Samsung,ForYou,1,a9e4df26f540c2f899a2317e030a5456,1998,0.056242,0.000815,67.858,0.0562423583752207,0.0036679798940361,0.0041094959923923
TikTok,Sweden,Europe,Swedish,Fitness,#HiddenGems,Hidden Gems of Cairo,GuruFatma,original,HIIT drums,32,17,287964,13658,2002,1441,1729,0.06539,rising,Public Reports,greenscreen,Android,19,Travel,20,Medium,14398.2,89,0.006952,0.005004,0.006004,151.755556,Saturday,Evening,SummerBreak,"vlog, travel, guide, hidden gems",Can’t stop watching 😂,105596.6,Mid,Summer,09.08.2025,2025-08,Hidden Gems of Seoul,20,0,10.0,0.588,iPhone,Following,1,d86ca2410de7c233905cec582d845787,18830,0.04743,0.000309,65.39,0.0474295398035865,0.006952257921129,0.005004097734439
TikTok,Japan,Asia,Japanese,DIY,#Football,Night Routine — Productivity,Ava,trending,Tape measure click,23,67,87611,5878,827,770,649,0.092728,stable,TikTok Creative Center,cinematic b-roll,Android,20,Sports,10,Medium,8761.1,162,0.009439,0.008789,0.007408,36.06135,Tuesday,Evening,Regular,"workout, sports, football",ずっと見ちゃう😂,102956.3,Mid,Winter,03.06.2025,2025-06,Football skills in 60s 📱,24,1,40.0,0.597,Samsung,Search,0,ed9beba9bfc7cc21f8489df727a16b37,8124,0.067092,0.001849,92.728,0.067092031822488,0.0094394539498464,0.0087888507150928
TikTok,Philippines,Asia,Filipino,Comedy,#CatTok,Weekly Reset — Budget,MissLiam,licensed,Quirky jingle,5,14,30426,1546,132,198,205,0.068395,rising,TikTok Creative Center,b-roll heavy,Android,19,Pets,7,Short,4346.57,29,0.004338,0.006508,0.006738,51.533333,Friday,Evening,Regular,"pets, cats, cute, dogs",This is fire 🔥,95343.0,Mid,Spring,31.01.2025,2025-01,My cat did this 😂 🧠,19,1,9.6,0.686,iPhone,ForYou,1,c53941d16e6ad14dc389044a30b69b95,2081,0.050812,0.000953,68.395,0.0508118056924998,0.0043383947939262,0.0065075921908893
YouTube,Sweden,Europe,Swedish,Sports,#Cover,Underrated artists you need to hear,LeilaYT,original,Drumline,28,28,188102,8466,637,716,734,0.056103,declining,TikTok Creative Center,b-roll heavy,Android,6,Music,12,Medium,15675.17,323,0.003386,0.003806,0.003902,26.12963,Saturday,Morning,Regular,"song, music, beat",Instant like!,114135.1,Mid,Spring,12.07.2025,2025-07,Perfect — Cover,15,0,12.7,0.454,iPhone,Home,1,ae6d9977ab499cfbb324e65747390ad9,10553,0.045007,0.001717,56.103,0.0450074959330576,0.003386460537368,0.0038064454391766
YouTube,Egypt,Africa,Arabic,Sports,#Comedy,When your friend is Beginners,TechieJames,licensed,Adrenaline synth,7,18,83501,5283,366,377,591,0.079245,declining,TikTok Creative Center,jumpcut edits,Android,21,Comedy,13,Medium,6423.15,668,0.004383,0.004515,0.007078,7.896861,Friday,Evening,HolidaySeason,"funny, relatable, comedy",مش قادر أبطل اتفرج 😂,102923.2,Mid,Winter,14.02.2025,2025-02,POV: 2025,9,0,7.7,0.428,Xiaomi,Search,1,bc3809bac79965f77dcc4da6935130f6,6617,0.063269,0.008,79.245,0.0632687033688219,0.004383181039748,0.00451491598903
TikTok,Poland,Europe,Polish,Food,#CatTok,Night Routine — Budget,JamesShorts,original,Sizzle ASMR,14,22,98874,7960,706,824,572,0.101766,rising,TikTok Creative Center,split-screen,iOS,19,Pets,4,Short,24718.5,314,0.00714,0.008334,0.005785,25.269841,Sunday,Evening,Regular,"cute, dogs, cats, pets",Can’t stop watching 😂,82413.7,Mid,Spring,06.04.2025,2025-04,My cat did this 😂 🎯,19,1,12.6,0.573,iPhone,ForYou,1,88e7741dcf157bfa87ee80f032d9abd5,10062,0.080507,0.003176,101.766,0.0805065032263284,0.0071404009142949,0.008333839027449
YouTube,Russia,Europe,Russian,Fitness,#HiddenGems,Street Food Tour in London,JiwooPro,trending,Hype trap,25,47,22664,532,55,39,98,0.031945,declining,TikTok Creative Center,text-to-speech,Android,20,Travel,3,Short,7554.67,66,0.002427,0.001721,0.004324,7.940299,Friday,Evening,SummerBreak,"vlog, guide, travel, food tour, hidden gems",So underrated!,89206.3,Mid,Summer,20.06.2025,2025-06,Hidden Gems of Seoul,20,0,34.1,0.726,iPhone,External,1,e91c35afac56b8ae4a9c98d0396b5d30,724,0.023473,0.002912,31.945,0.0234733498058595,0.0024267560889516,0.0017207906812566
TikTok,United Arab Emirates,Asia,Arabic,News,#Esports,New Patch Tips for GTA V,InsideWorks,trending,Ticker bed,32,49,19191,1353,100,84,113,0.085978,rising,TikTok Creative Center,cinematic b-roll,Android,20,Gaming,7,Short,2741.57,32,0.005211,0.004377,0.005888,41.0,Sunday,Evening,Regular,"highlights, valorant, gaming, fps, esports",جامد جدًا 🔥,98432.0,Mid,Winter,10.08.2025,2025-08,Best Settings for Fortnite 🧠,28,1,38.7,0.79,iPhone,ForYou,1,111a6a2740b8e95c683916e66f569475,1650,0.070502,0.001667,85.978,0.0705017977176801,0.0052107758845292,0.0043770517430045
YouTube,South Korea,Asia,Korean,Music,#FYP,If Budget was honest,TrueMedia,trending,K-pop hook,16,54,58825,2161,314,204,141,0.047939,stable,TikTok Creative Center,storytime,iOS,14,Comedy,14,Medium,4201.79,243,0.005338,0.003468,0.002397,8.856557,Thursday,Afternoon,HolidaySeason,"comedy, sketch, relatable, funny",So underrated!,97756.8,Mid,Winter,17.04.2025,2025-04,When your friend is College,27,0,22.7,0.42,Samsung,Home,0,d63c49c264b3229196677f20aa199b6e,2820,0.036736,0.004131,47.939,0.03673608159796,0.0053378665533361,0.0034679133021674
TikTok,Germany,Europe,German,Science,#DanceChallenge,Morning Routine — Beginners,NoahOfficial,licensed,Lab beeps,34,20,56467,4831,432,400,298,0.105566,declining,TikTok Creative Center,cinematic b-roll,iOS,17,Dance,18,Medium,3137.06,59,0.00765,0.007084,0.005277,80.516667,Wednesday,Evening,HolidaySeason,"dance, challenge, trend, music",Thanks for this!,89534.9,Mid,Winter,20.08.2025,2025-08,New Dance Challenge! 🎯,22,1,15.3,0.765,Huawei,ForYou,0,9269a6e1d8799f79b4a853f4a30e8955,5961,0.085554,0.001045,105.566,0.085554394602157,0.0076504861246391,0.0070837834487399
TikTok,Philippines,Asia,Filipino,Tech,#Relatable,When your friend is College,StudyWithAmr,trending,Glitch hop,16,24,95070,4941,794,530,772,0.074019,seasonal,Open Web Samples,cinematic b-roll,Android,18,Comedy,20,Medium,4753.5,130,0.008352,0.005575,0.00812,37.717557,Thursday,Evening,Regular,"funny, relatable, sketch, comedy",Thanks for this!,99317.4,Mid,Winter,17.04.2025,2025-04,POV: Beginners ⚽,16,1,17.4,0.725,Samsung,ForYou,0,17bedb7f7e31d244b0fb86e501f269cc,7037,0.051972,0.001367,74.019,0.0519722309876932,0.0083517408225518,0.0055748395918796
TikTok,China,Asia,Chinese,Sports,#Workout,Night Routine — Productivity,MayaYT,licensed,Drumline,8,16,131879,5707,782,433,1088,0.060737,seasonal,TikTok Creative Center,b-roll heavy,Android,17,Sports,6,Short,21979.83,226,0.00593,0.003283,0.00825,25.140969,Wednesday,Evening,SummerBreak,"football, gym, workout, sports",Thanks for this!,116096.1,Mid,Summer,19.02.2025,2025-02,Football skills in 60s ✨,24,1,13.6,0.85,Samsung,ForYou,0,3c278197922a6cc6935295f5bd2cd67d,8010,0.043275,0.001714,60.737,0.0432745167919077,0.0059296779623746,0.0032833127336422
YouTube,Japan,Asia,Japanese,Fashion,#FYP,Is Kunafa worth the hype?,CookingWithOlivia,licensed,Pop groove,31,46,47629,1731,162,168,201,0.047492,rising,TikTok Creative Center,text-to-speech,iOS,17,Food,7,Short,6804.14,54,0.003401,0.003527,0.00422,31.472727,Saturday,Evening,SummerBreak,"food, kitchen, fast, street food, recipe",ずっと見ちゃう😂,103450.2,Mid,Summer,02.08.2025,2025-08,I tried making Ramen,20,0,19.8,0.43,Samsung,Suggested,1,2883752058f1cb34f793d54f29af63d6,2262,0.036343,0.001134,47.492,0.0363434042285162,0.0034012891305717,0.0035272628020743
YouTube,Turkey,Europe,Turkish,News,#Relatable,POV: Productivity,DailyVlogsJames,trending,Neutral piano,32,40,6644,373,37,34,23,0.070289,stable,TikTok Creative Center,facecam,Android,15,Comedy,3,Short,2214.67,16,0.005569,0.005117,0.003462,21.941176,Sunday,Afternoon,BackToSchool,"relatable, funny, sketch",So underrated!,89411.7,Mid,Fall,10.08.2025,2025-08,POV: Beginners,14,0,21.9,0.548,Samsung,Search,1,bfd9f53bdaf0863bb07a2a250c1fc513,467,0.056141,0.002408,70.289,0.0561408789885611,0.0055689343768813,0.0051173991571342
TikTok,Nigeria,Africa,English,Lifestyle,#Dance,Weekly Reset — College,BeyondWorks,trending,Morning vibe,9,35,524915,37439,2977,4669,3348,0.092268,stable,TikTok Creative Center,meme template,Android,6,Dance,7,Short,74987.86,1437,0.005671,0.008895,0.006378,26.035466,Thursday,Morning,SummerBreak,"trend, dance, challenge, music",This is fire 🔥,109086.8,Mid,Summer,27.02.2025,2025-02,New Dance Challenge! 📱,22,1,26.4,0.754,Xiaomi,ForYou,0,a35fb0640c355aebcfdd6fdaa1483e07,48433,0.071324,0.002738,92.268,0.0713239286360648,0.0056713944162388,0.0088947734395092
TikTok,Italy,Europe,Italian,Lifestyle,#FYP,Night Routine — Productivity,TVAli,original,Chill guitar,27,57,397507,37496,5258,3412,5531,0.130053,stable,TikTok Creative Center,jumpcut edits,iOS,20,Sports,3,Short,132502.33,1370,0.013227,0.008583,0.013914,27.34938,Friday,Evening,Regular,"workout, football, gym",Thanks for this!,127948.1,Mid,Fall,04.07.2025,2025-07,Football skills in 60s,22,0,47.2,0.828,Vivo,ForYou,1,9382b53db97d5d05ccf757ce904b337f,51697,0.094328,0.003446,130.053,0.0943278986282002,0.0132274400199241,0.0085834966428264
TikTok,France,Europe,French,Lifestyle,#DogTok,Night Routine — College,MusicByNoor,trending,Sunset pad,22,35,129630,8622,1168,860,1117,0.090774,seasonal,TikTok Creative Center,meme template,Android,21,Pets,6,Short,21605.0,55,0.00901,0.006634,0.008617,153.964286,Friday,Evening,Regular,"pets, cute, dogs, cats",Incroyable !,87996.6,Mid,Fall,30.05.2025,2025-05,Dog fails you can’t miss,24,0,20.7,0.591,iPhone,External,1,92bf283e050d6d007e6e88289be04cf1,11767,0.066512,0.000424,90.774,0.066512381393196,0.0090102599706857,0.0066342667592378
TikTok,South Africa,Africa,English,Comedy,#Comedy,POV: Budget,ChannelLiam,trending,Goofy bass,8,20,82494,7062,634,520,781,0.109062,declining,TikTok Creative Center,emoji overlays,Android,19,Comedy,3,Short,27498.0,346,0.007685,0.006303,0.009467,20.351585,Tuesday,Evening,Regular,"relatable, comedy, sketch, funny",Can’t stop watching 😂,169079.9,Mid,Spring,18.02.2025,2025-02,If 2025 was honest,18,0,12.9,0.645,iPhone,Following,0,14c78964b72640ba27faab5c98a3c138,8997,0.085606,0.004194,109.062,0.0856062259073387,0.0076854074235701,0.0063034887385749
TikTok,United Arab Emirates,Asia,Arabic,Fitness,#Relatable,If Budget was honest,FatmaTV,trending,HIIT drums,22,27,88382,4735,549,321,397,0.06791,declining,Public Reports,hook in 2s,iOS,21,Comedy,21,Medium,4208.67,144,0.006212,0.003632,0.004492,32.655172,Friday,Evening,SummerBreak,"funny, relatable, sketch",جامد جدًا 🔥,94740.9,Mid,Summer,30.05.2025,2025-05,POV: Budget ✨,13,1,22.0,0.815,Samsung,ForYou,1,123e9699d337a2a64f3063642ad37f54,6002,0.053574,0.001629,67.91,0.0535742572016926,0.0062116720599217,0.0036319612590799
TikTok,Turkey,Europe,Turkish,Tech,#FYP,GRWM: Budget Edition,LinaOfficial,original,Circuit synth,14,17,50181,2888,264,228,345,0.074231,rising,TikTok Creative Center,subtitles,Android,19,Fashion,11,Medium,4561.91,122,0.005261,0.004544,0.006875,23.479675,Friday,Evening,Regular,"fashion, ootd, style, grwm",So underrated!,93663.5,Mid,Winter,04.04.2025,2025-04,How to style Minimal ⚽,22,1,8.6,0.506,iPhone,External,1,4211621c960c4335b6d8ce4a9446908e,3725,0.057552,0.002431,74.231,0.0575516629800123,0.0052609553416631,0.0045435523405272
YouTube,Colombia,South America,Spanish,Gaming,#Relatable,If Summer was honest,MusicByLeila,trending,Trap beat,27,29,359165,15120,1370,1216,3257,0.058366,seasonal,TikTok Creative Center,cinematic b-roll,Web,22,Comedy,3,Short,119721.67,445,0.003814,0.003386,0.009068,33.901345,Sunday,Evening,Regular,"sketch, relatable, funny, comedy",¡Increíble!,96859.3,Mid,Spring,06.07.2025,2025-07,If Budget was honest,20,0,17.9,0.617,Desktop,Suggested,1,4d991391082a42915864685165854f64,20963,0.042098,0.001239,58.366,0.0420976431445157,0.0038144028510573,0.0033856305597705
TikTok,Morocco,Africa,Arabic,Art,#Lifestyle,Weekly Reset — 2025,OliviaVlogs,licensed,Gallery pad,34,27,47194,2492,363,263,164,0.069543,rising,Public Reports,subtitles,iOS,14,Lifestyle,7,Short,6742.0,93,0.007692,0.005573,0.003475,26.510638,Friday,Afternoon,Regular,"motivation, routine, daily",جامد جدًا 🔥,105863.9,Mid,Spring,22.08.2025,2025-08,Weekly Reset — Beginners,24,0,15.2,0.563,iPhone,Following,1,eff71fb308d1d87d448059a16e136921,3282,0.052803,0.001971,69.543,0.0528033224562444,0.0076916557189473,0.0055727422977497
TikTok,Italy,Europe,Italian,Lifestyle,#Cover,I flipped this sample,AyakaVlogs,original,Morning vibe,2,22,71785,4207,623,272,268,0.074807,seasonal,TikTok Creative Center,storytime,Android,6,Music,31,Evergreen,2315.65,148,0.008679,0.003789,0.003733,28.234899,Monday,Morning,Regular,"song, cover, beat, music",So underrated!,96208.1,Mid,Spring,06.01.2025,2025-01,I flipped this sample 🎮,23,1,16.2,0.736,Samsung,ForYou,0,c46126568e9eee4c55a7156023090086,5370,0.058606,0.002062,74.807,0.0586055582642613,0.0086786933203315,0.0037890924287803
YouTube,Egypt,Africa,Arabic,Food,#Gaming,New Patch Tips for Minecraft,BeyondLabs,trending,Kitchen groove,5,23,110075,8132,853,581,503,0.091474,declining,TikTok Creative Center,cinematic b-roll,Android,22,Gaming,12,Medium,9172.92,827,0.007749,0.005278,0.00457,9.821256,Monday,Evening,HolidaySeason,"esports, fps, valorant, highlights, gaming",جامد جدًا 🔥,104158.3,Mid,Winter,27.01.2025,2025-01,Pro Tips for Valorant in 60s,28,0,12.6,0.548,iPhone,Search,0,1b4bce412ca35c4a5ea4ed17fded0224,10069,0.073877,0.007513,91.474,0.0738769021121962,0.0077492618669089,0.0052782193958664
TikTok,United Arab Emirates,Asia,Arabic,Comedy,#Esports,Minecraft — Insane Highlights!,AhmedChannel,licensed,Goofy bass,21,18,28246,2509,212,173,178,0.108759,stable,Public Reports,meme template,Android,10,Gaming,57,Evergreen,495.54,87,0.007505,0.006125,0.006302,28.511364,Thursday,Morning,SummerBreak,"gaming, esports, fps, highlights, valorant",تحفة بصراحة!,107955.4,Mid,Summer,22.05.2025,2025-05,Pro Tips for Valorant in 60s 💪,30,1,11.2,0.622,Samsung,ForYou,0,68ea21b6f6be0573dcb0bb04e7e312fa,3072,0.088827,0.00308,108.759,0.088826736529066,0.0075054875026552,0.0061247610281101
YouTube,Nigeria,Africa,English,Automotive,#Sports,Weekly Reset — Budget,MasterLeila,trending,Engine rev,12,27,26647,1106,87,95,145,0.053777,rising,TikTok Creative Center,cinematic b-roll,Web,2,Sports,7,Short,3806.71,26,0.003265,0.003565,0.005442,40.962963,Friday,Night,SummerBreak,"football, gym, sports",Can’t stop watching 😂,118878.6,Mid,Summer,21.03.2025,2025-03,Football skills in 60s,22,0,16.6,0.615,Desktop,Search,1,c1125909593fd054241c672593242957,1433,0.041506,0.000976,53.777,0.0415056103876609,0.0032649078695537,0.003565129282846
TikTok,South Africa,Africa,English,Art,#Recipe,I tried making Sushi,OmarYT,licensed,Indie brush,4,47,60312,3735,341,413,440,0.081725,stable,TikTok Creative Center,hook in 2s,Web,20,Food,6,Short,10052.0,35,0.005654,0.006848,0.007295,103.75,Saturday,Evening,Regular,"food, recipe, street food",Instant like!,92903.0,Mid,Winter,25.01.2025,2025-01,Street Ramen Taste Test 🧠,25,1,27.9,0.594,Desktop,ForYou,1,ed7b076f9cf26254835d0c3461075d78,4929,0.061928,0.00058,81.725,0.0619279745324313,0.0056539328823451,0.0068477251624883
TikTok,Poland,Europe,Polish,Music,#Fashion,GRWM: Summer Edition,MusicByAli,original,Arabic pop,24,26,24451,757,126,83,110,0.044006,declining,TikTok Creative Center,storytime,Web,20,Fashion,58,Evergreen,421.57,37,0.005153,0.003395,0.004499,19.921053,Friday,Evening,Regular,"grwm, style, fashion",Instant like!,83277.8,Mid,Spring,13.06.2025,2025-06,How to style Minimal 📱,22,1,22.1,0.85,Desktop,Search,1,fa4a4cf8959da0abc112c015a005d6bc,1076,0.03096,0.001513,44.006,0.0309598789415565,0.0051531634697967,0.0033945441904216
YouTube,China,Asia,Chinese,Education,#Sports,Morning Routine — Beginners,YoussefTV,licensed,Chalkboard beat,11,15,114171,4173,552,390,340,0.047779,declining,TikTok Creative Center,subtitles,Android,15,Sports,9,Medium,12685.67,163,0.004835,0.003416,0.002978,25.445122,Friday,Afternoon,SummerBreak,"gym, workout, sports",Instant like!,94296.6,Mid,Summer,14.03.2025,2025-03,Football skills in 60s ✨,24,1,7.7,0.513,iPhone,Home,1,95704e4649af06022b14470a1d74df8c,5455,0.03655,0.001428,47.779,0.0365504375016422,0.0048348529836823,0.0034159287384712
YouTube,Saudi Arabia,Asia,Arabic,Education,#Music,Underrated artists you need to hear,BeyondVision,trending,Soft focus,28,60,86639,3601,269,312,443,0.053382,declining,Public Reports,storytime,Android,22,Music,5,Short,17327.8,327,0.003105,0.003601,0.005113,10.978659,Saturday,Evening,Ramadan,"song, beat, music",جامد جدًا 🔥,82901.5,Mid,Spring,12.07.2025,2025-07,Underrated artists to hear,26,0,33.3,0.555,iPhone,Home,1,295418e37d29d853366effb20cb5220f,4625,0.041563,0.003774,53.382,0.0415632682741028,0.00310483731345,0.0036011495977562
YouTube,India,Asia,Hindi,Gaming,#FYP,Minecraft — Insane Highlights!,LifeOfJames,trending,8bit loop,31,56,146921,3466,326,317,218,0.029451,seasonal,Public Reports,split-screen,Android,23,Gaming,13,Medium,11301.62,507,0.002219,0.002158,0.001484,6.822835,Sunday,Night,BackToSchool,"fps, valorant, highlights, esports, gaming",Thanks for this!,116234.3,Mid,Fall,03.08.2025,2025-08,Best Settings for EA FC 25 🔥,28,1,38.6,0.689,Oppo,External,1,c6ed3a704bdd036b29c52cc95b6b8b0d,4327,0.023591,0.003451,29.451,0.0235909094002899,0.0022188795338991,0.0021576221234541
YouTube,United States,North America,English,DIY,#OOTD,Outfits for Budget,MayaTV,original,Tape measure click,22,66,34609,918,88,67,56,0.032622,rising,Public Reports,jumpcut edits,Android,19,Fashion,8,Medium,4326.12,63,0.002543,0.001936,0.001618,14.34375,Tuesday,Evening,SummerBreak,"fashion, ootd, style",So underrated!,73883.7,Mid,Summer,27.05.2025,2025-05,How to style Office,19,0,49.3,0.747,iPhone,Search,0,7df9160d612e7cc0e14f6818589c0977,1129,0.026525,0.00182,32.622,0.0265248923690369,0.0025426912074893,0.0019359126238839
YouTube,Spain,Europe,Spanish,Sports,#DanceChallenge,Morning Routine — Productivity,TrueStudio,original,Stadium chant,27,65,33896,1042,106,106,66,0.038943,stable,TikTok Creative Center,storytime,iOS,13,Dance,6,Short,5649.33,133,0.003127,0.003127,0.001947,7.776119,Sunday,Afternoon,Regular,"dance, challenge, trend, music",No puedo parar de mirar 😂,95967.2,Mid,Fall,06.07.2025,2025-07,New Dance Challenge! 🎵,22,1,42.7,0.657,Samsung,Home,1,92486af2eeef38f8bc1a0fd20d25d1ab,1320,0.030741,0.003924,38.943,0.0307410903941468,0.0031272126504602,0.0031272126504602
TikTok,Germany,Europe,German,Food,#StreetFood,Is Sushi worth the hype?,MissLeila,original,Street vibe,23,8,29863,2107,312,256,140,0.094264,stable,Public Reports,facecam,Android,21,Food,23,Evergreen,1298.39,84,0.010448,0.008572,0.004688,24.788235,Saturday,Evening,Regular,"street food, fast, food",Instant like!,58027.6,Mid,Fall,07.06.2025,2025-06,5-Minute Tacos 🏖️,17,1,4.8,0.6,Xiaomi,ForYou,1,62717a05e9403bf715705d176d0bed54,2815,0.070556,0.002813,94.264,0.0705555369520811,0.0104477112145464,0.0085724809965509
TikTok,Mexico,North America,Spanish,Automotive,#OOTD,How to style Productivity,PrimeWorks,trending,Turbo whoosh,6,53,65818,3316,237,236,723,0.068553,rising,TikTok Creative Center,cinematic b-roll,Android,18,Fashion,29,Evergreen,2269.59,86,0.003601,0.003586,0.010985,38.114943,Friday,Evening,Regular,"style, grwm, fashion",No puedo parar de mirar 😂,98366.2,Mid,Spring,07.02.2025,2025-02,GRWM: Minimal Edition 🎮,23,1,28.0,0.528,Samsung,ForYou,1,78dd28861acd7b50b56987d98cadfa20,4512,0.050381,0.001307,68.553,0.050381354644626,0.0036008386763499,0.0035856452642134
TikTok,India,Asia,Hindi,Gaming,#Lifestyle,Weekly Reset — Beginners,TVAmr,trending,Boss fight theme,11,28,42942,2191,180,260,380,0.070118,seasonal,Public Reports,greenscreen,Android,14,Lifestyle,5,Short,8588.4,85,0.004192,0.006055,0.008849,25.476744,Sunday,Afternoon,Regular,"motivation, daily, lifestyle",So underrated!,100632.8,Mid,Spring,16.03.2025,2025-03,Morning Routine — Beginners 😂,29,1,14.5,0.518,iPhone,ForYou,1,e44a377f7f8d48fcf63df26143d1499b,3011,0.051022,0.001979,70.118,0.0510223091611941,0.0041917004331423,0.0060546784034278
TikTok,Australia,Oceania,English,Music,#Cover,Underrated artists you need to hear,JamesChannel,trending,Arabic pop,3,18,37429,2419,349,204,156,0.083572,seasonal,TikTok Creative Center,jumpcut edits,iOS,20,Music,3,Short,12476.33,103,0.009324,0.00545,0.004168,23.259615,Monday,Evening,SummerBreak,"music, song, cover",This is fire 🔥,91380.1,Mid,Summer,13.01.2025,2025-01,Underrated artists to hear,26,0,9.0,0.5,iPhone,External,0,b3967f3b0a6bbe25bf171d2be79e1625,3128,0.064629,0.002752,83.572,0.0646290309652942,0.0093243207138849,0.0054503192711533
YouTube,South Africa,Africa,English,Travel,#Dance,Morning Routine — Productivity,AliChannel,trending,Waves & bells,5,45,14893,574,67,37,43,0.048412,stable,TikTok Creative Center,jumpcut edits,Android,0,Dance,7,Short,2127.57,84,0.004499,0.002484,0.002887,6.752941,Wednesday,Night,SummerBreak,"trend, music, dance",Instant like!,111539.1,Mid,Summer,29.01.2025,2025-01,Dance With Me — Office,22,0,26.4,0.587,iPhone,Home,0,5a127fb868210852fc1b789da3496aca,721,0.038542,0.00564,48.412,0.0385415967232928,0.0044987578056805,0.0024843886389578
YouTube,South Korea,Asia,Korean,Lifestyle,#StudyWithMe,Morning Routine — Productivity,AhmedOfficial,trending,Morning vibe,18,51,21231,742,57,94,137,0.048514,rising,TikTok Creative Center,fast captions,Android,22,Education,15,Medium,1415.4,56,0.002685,0.004427,0.006453,13.017544,Saturday,Evening,Regular,"study, tips, learn",This is fire 🔥,106317.9,Mid,Spring,03.05.2025,2025-05,Exam Day Routine,16,0,26.5,0.52,Samsung,Home,1,aeaa2e2e32ab7b1966b64363b5f659c1,1030,0.034949,0.002638,48.514,0.0349488954830201,0.0026847534265931,0.0044274881070133
